address,census_tract,clearance_date,clearance_status,council_district_code,description,district,latitude,location,location_description,longitude,primary_type,timestamp,unique_key,x_coordinate,y_coordinate,year,zipcode
(30.215178 -97.785237),20.03,2014-06-27 00:00:00,Not cleared,3.0,AUTO THEFT,D,30.215178,(30.215178-97.785237),5219 MEADOW CREEK DR,-97.785237,Auto Theft,2014-06-25 00:00:00,20141760671.0,3101327.0,10051125.0,2014.0,78745.0
1182 HARGRAVE ST Austin TX 78702,8.02,2015-10-30 00:00:00,Not cleared,1.0,BURG NON RESIDENCE SHEDS,C,,,1182 HARGRAVE ST,,Burglary,2015-10-22 00:00:00,20152950328.0,3124818.0,10073152.0,2015.0,78702.0
2901 S CAPITAL OF TEXAS HWY NB,,,,,,,,,,,,,,,,,
Austin TX 78746,,,,,,,,,,,,,,,,,
(30.255443 -97.810066),19.100000000000001,2014-03-26 00:00:00,Cleared by Arrest,8.0,THEFT BY SHOPLIFTING,D,30.255443,(30.255443-97.810066),2901 S CAPITAL OF TEXAS HWY NB,-97.810066,Theft: Shoplifting,2014-03-11 00:00:00,2014701511.0,3094135.0,10066586.0,2014.0,78746.0
9401 QUAIL MEADOW DR Austin TX 78758,18.2,2015-03-23 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,E,,,9401 QUAIL MEADOW DR,,Burglary,2015-03-18 00:00:00,2015771875.0,3124510.0,10107471.0,2015.0,78758.0
6600 ED BLUESTEIN BLVD SB,,,,,,,,,,,,,,,,,
Austin TX 78723,,,,,,,,,,,,,,,,,
(30.306773 -97.661123),21.08,2014-08-25 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,C,30.306773,(30.306773-97.661123),6600 ED BLUESTEIN BLVD SB,-97.661123,Theft: BOV,2014-08-16 00:00:00,20145036389.0,3139633.0,10084978.0,2014.0,78723.0
10001 RESEARCH BLVD NB,,,,,,,,,,,,,,,,,
Austin TX 78759,,,,,,,,,,,,,,,,,
(30.392144 -97.745785),17.53,2014-09-04 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,A,30.392144,(30.392144-97.745785),10001 RESEARCH BLVD NB,-97.745785,Theft: BOV,2014-09-04 00:00:00,20145039233.0,3112380.0,10115878.0,2014.0,78759.0
2338 GUADALUPE ST Austin TX 78705,6.04,2015-06-22 00:00:00,Cleared by Arrest,9.0,THEFT BY SHOPLIFTING,B,,,2338 GUADALUPE ST,,Theft,2015-06-19 00:00:00,20151701399.0,3114447.0,10077733.0,2015.0,78705.0
8001 RESEARCH BLVD SVRD NB Austin TX 78758,18.05,2015-03-16 00:00:00,Not cleared,4.0,THEFT,E,,,8001 RESEARCH BLVD SVRD NB,,Theft,2015-02-02 00:00:00,2015331524.0,3122960.0,10101038.0,2015.0,78758.0
500 COMAL ST Austin TX 78702,9.02,2015-08-19 00:00:00,Not cleared,3.0,THEFT,G,,,500 COMAL ST,,Theft,2015-08-17 00:00:00,20155036193.0,3119328.0,10068857.0,2015.0,78702.0
12707 N MOPAC EXPY NB Austin TX 78727,18.48,2015-04-19 00:00:00,Cleared by Arrest,7.0,THEFT BY SHOPLIFTING,A,,,12707 N MOPAC EXPY NB,,Theft,2015-04-01 00:00:00,2015910786.0,3126500.0,10127412.0,2015.0,78727.0
9629 RESEARCH BLVD NB,,,,,,,,,,,,,,,,,
Austin TX 78759,,,,,,,,,,,,,,,,,
(30.388976 -97.74389),17.53,2014-01-15 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,A,30.388976,(30.388976-97.74389),9629 RESEARCH BLVD NB,-97.74389,Theft: BOV,2014-01-14 00:00:00,20145002158.0,3113097.0,10114778.0,2014.0,78759.0
1517 SUMMER STONE DR Austin TX 78704,20.05,2015-07-28 00:00:00,Not cleared,5.0,BURGLARY OF VEHICLE,D,,,1517 SUMMER STONE DR,,Theft,2015-07-22 00:00:00,20152030664.0,3102845.0,10056698.0,2015.0,78704.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,,,4.0,THEFT BY SHOPLIFTING,I,,,1030 NORWOOD PARK BLVD,,Theft,2015-09-19 00:00:00,20152621662.0,3129997.0,10096983.0,2015.0,78753.0
1306 E 6TH ST,,,,,,,,,,,,,,,,,
Austin TX 78702,,,,,,,,,,,,,,,,,
(30.26385 -97.728887),9.02,2014-04-25 00:00:00,Not cleared,3.0,BURGLARY NON RESIDENCE,G,30.26385,(30.26385-97.728887),1306 E 6TH ST,-97.728887,Burglary / ,,,,,,
Breaking & Entering,2014-03-06 00:00:00,2014650684,3118772,10069431.0,2014,78702,,,,,,,,,,,
2525 W ANDERSON LN,,,,,,,,,,,,,,,,,
Austin TX 78757,,,,,,,,,,,,,,,,,
(30.357068 -97.733075),15.01,2014-11-20 00:00:00,Cleared by Arrest,7.0,THEFT BY SHOPLIFTING,B,30.357068,(30.357068-97.733075),2525 W ANDERSON LN,-97.733075,Theft: Shoplifting,2014-11-19 00:00:00,20143230949.0,3116494.0,10102601.0,2014.0,78757.0
12900 N IH 35 SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78753,18.48,2014-09-24 00:00:00,Cleared by Arrest,7.0,THEFT BY SHOPLIFTING,E,,,12900 N IH 35 SVRD SB,,Theft: Shoplifting,2014-09-18 00:00:00,20142611297.0,3134231.0,10124161.0,2014.0,78753.0
409 E 6TH ST,,,,,,,,,,,,,,,,,
Austin TX 78701,,,,,,,,,,,,,,,,,
(30.266962 -97.738868),11,2014-07-21 00:00:00,Not cleared,9.0,THEFT,G,30.266962,(30.266962-97.738868),409 E 6TH ST,-97.738868,Theft: All Other Larceny,2014-07-14 00:00:00,20145030954.0,3115535.0,10070296.0,2014.0,78701.0
2311 COCAO LN Austin TX 78744,24.11,2015-02-11 00:00:00,Not cleared,2.0,BURGLARY OF VEHICLE,F,,,2311 COCAO LN,,Theft,2015-02-05 00:00:00,20155005094.0,3112904.0,10045036.0,2015.0,78744.0
5501 ED BLUESTEIN BLVD NB,,,,,,,,,,,,,,,,,
Austin TX 78724,,,,,,,,,,,,,,,,,
(30.293002 -97.663321),22.08,2014-06-26 00:00:00,Not cleared,1.0,THEFT,C,30.293002,(30.293002-97.663321),5501 ED BLUESTEIN BLVD NB,-97.663321,Theft: All Other Larceny,2014-06-25 00:00:00,20145028074.0,3139491.0,10080787.0,2014.0,78724.0
2525 W ANDERSON LN,,,,,,,,,,,,,,,,,
Austin TX 78757,,,,,,,,,,,,,,,,,
(30.357068 -97.733075),15.01,2014-03-20 00:00:00,Cleared by Arrest,7.0,THEFT,B,30.357068,(30.357068-97.733075),2525 W ANDERSON LN,-97.733075,Theft: All Other Larceny,2014-03-13 00:00:00,2014730063.0,3116494.0,10102601.0,2014.0,78757.0
1201 BARBARA JORDAN BLVD,,,,,,,,,,,,,,,,,
Austin TX 78723,,,,,,,,,,,,,,,,,
(30.306858 -97.709598),3.06,2014-12-30 00:00:00,Cleared by Arrest,9.0,THEFT BY SHOPLIFTING,B,30.306858,(30.306858-97.709598),1201 BARBARA JORDAN BLVD,-97.709598,Theft: Shoplifting,2014-12-29 00:00:00,20143631353.0,3124602.0,10084923.0,2014.0,78723.0
109 W ANDERSON LN SVRD EB,,,,,,,,,,,,,,,,,
Austin TX 78752,,,,,,,,,,,,,,,,,
(30.344012 -97.705867),18.04,2014-02-24 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.344012,(30.344012-97.705867),109 W ANDERSON LN SVRD EB,-97.705867,Theft: BOV,2014-02-11 00:00:00,20145006524.0,3125410.0,10098544.0,2014.0,78752.0
3708 BASFORD RD,,,,,,,,,,,,,,,,,
Austin TX 78722,,,,,,,,,,,,,,,,,
(30.288993 -97.709779),4.02,2014-01-30 00:00:00,Not cleared,9.0,THEFT,C,30.288993,(30.288993-97.709779),3708 BASFORD RD,-97.709779,Theft: All Other Larceny,2014-01-06 00:00:00,20145000683.0,3124500.0,10078625.0,2014.0,78722.0
8601 ANDERSON MILL RD,,,,,,,,,,,,,,,,,
Austin TX 78729,,,,,,,,,,,,,,,,,
(30.455602 -97.768383),204.06,2014-05-28 00:00:00,Not cleared,6.0,BURGLARY OF VEHICLE,A,30.455602,(30.455602-97.768383),8601 ANDERSON MILL RD,-97.768383,Theft: BOV,2014-05-27 00:00:00,20145023480.0,3104009.0,10138452.0,2014.0,78729.0
4625 W WILLIAM CANNON DR Austin TX 78749,17.38,2015-09-07 00:00:00,Not cleared,8.0,BURGLARY OF VEHICLE,D,,,4625 W WILLIAM CANNON DR,,Theft,2015-09-06 00:00:00,20155039347.0,3082868.0,10053773.0,2015.0,78749.0
1300 CROSSING PL,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.236747 -97.714059),23.17,2014-10-01 00:00:00,Not cleared,3.0,BURGLARY OF RESIDENCE,H,30.236747,(30.236747-97.714059),1300 CROSSING PL,-97.714059,Burglary / ,,,,,,
Breaking & Entering,2014-09-23 00:00:00,20142660963,3123925,10059981.0,2014,78741,,,,,,,,,,,
305 E 50TH ST,,,,,,,,,,,,,,,,,
Austin TX 78751,,,,,,,,,,,,,,,,,
(30.313753 -97.721862),3.05,2014-09-09 00:00:00,Not cleared,9.0,BURGLARY OF RESIDENCE,B,30.313753,(30.313753-97.721862),305 E 50TH ST,-97.721862,Burglary / ,,,,,,
Breaking & Entering,2014-08-28 00:00:00,20142401071,3120510,10087487.0,2014,78751,,,,,,,,,,,
2611 BEE CAVES RD Austin TX 78746,19.100000000000001,2015-10-23 00:00:00,Not cleared,8.0,THEFT,D,,,2611 BEE CAVES RD,,Theft,2015-10-21 00:00:00,20155046619.0,3100868.0,10069957.0,2015.0,78746.0
5701 TALLOW TREE DR Austin TX 78744,24.11,2015-11-07 00:00:00,Not cleared,2.0,THEFT,F,,,5701 TALLOW TREE DR,,Theft,2015-11-05 00:00:00,20153091118.0,3111561.0,10043843.0,2015.0,78744.0
13145 N US 183 HWY SVRD NB Austin TX 78729,204.06,2015-09-23 00:00:00,Not cleared,6.0,AGG ROBBERY/DEADLY WEAPON,A,,,13145 N US 183 HWY SVRD NB,,Robbery,2015-08-20 00:00:00,20152312086.0,3100785.0,10133410.0,2015.0,78729.0
900 FAIRFIELD DR,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.356991 -97.70433),18.05,2014-12-19 00:00:00,Not cleared,4.0,AGG ASSAULT WITH MOTOR VEH,E,30.356991,(30.356991-97.70433),900 FAIRFIELD DR,-97.70433,Aggravated Assault,2014-10-27 00:00:00,20143000813.0,3125757.0,10103323.0,2014.0,78758.0
2201 BARTON SPRINGS RD Austin TX 78704,19.010000000000002,2015-08-24 00:00:00,Not cleared,5.0,THEFT,D,,,2201 BARTON SPRINGS RD,,Theft,2015-08-21 00:00:00,20155036924.0,3105989.0,10069770.0,2015.0,78704.0
2901 S CAPITAL OF TEXAS HWY NB,,,,,,,,,,,,,,,,,
Austin TX 78746,,,,,,,,,,,,,,,,,
(30.255443 -97.810066),19.100000000000001,2014-04-27 00:00:00,Cleared by Arrest,8.0,THEFT BY SHOPLIFTING,D,30.255443,(30.255443-97.810066),2901 S CAPITAL OF TEXAS HWY NB,-97.810066,Theft: Shoplifting,2014-04-10 00:00:00,20141001560.0,3094135.0,10066586.0,2014.0,78746.0
S PLEASANT VALLEY RD / S LAKESHORE BLVD,,,,,,,,,,,,,,,,,
Austin TX 78741,23.17,2014-12-16 00:00:00,Not cleared,3.0,ROBBERY BY ASSAULT,H,,,S PLEASANT VALLEY RD / S LAKESHORE BLVD,,Robbery,2014-12-15 00:00:00,20143491370.0,3122629.0,10061652.0,2014.0,78741.0
1702 W BRAKER LN,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.389826 -97.702255),18.440000000000001,2014-12-31 00:00:00,Not cleared,7.0,BURGLARY OF RESIDENCE,E,30.389826,(30.389826-97.702255),1702 W BRAKER LN,-97.702255,Burglary / ,,,,,,
Breaking & Entering,2014-12-23 00:00:00,20143571508,3126112,10115407.0,2014,78758,,,,,,,,,,,
9500 S IH 35 SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78748,24.21,2014-07-06 00:00:00,Cleared by Arrest,5.0,THEFT,F,,,9500 S IH 35 SVRD SB,,Theft: All Other Larceny,2014-07-04 00:00:00,20141851274.0,3099459.0,10032098.0,2014.0,78748.0
12802 LAMPLIGHT VILLAGE AVE Austin TX 78727,18.48,2015-12-22 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,A,,,12802 LAMPLIGHT VILLAGE AVE,,Theft,2015-12-21 00:00:00,20155055572.0,3128366.0,10126685.0,2015.0,78727.0
3200 CLAWSON RD Austin TX 78704,20.05,2015-10-02 00:00:00,Not cleared,5.0,BURGLARY OF RESIDENCE,D,,,3200 CLAWSON RD,,Burglary,2015-10-01 00:00:00,20152741347.0,3103530.0,10059742.0,2015.0,78704.0
8101 N LAMAR BLVD NB Austin TX 78753,18.04,2015-09-15 00:00:00,Not cleared,4.0,BURG NON RESIDENCE SHEDS,E,,,8101 N LAMAR BLVD NB,,Burglary,2015-08-12 00:00:00,20156900298.0,3123909.0,10100579.0,2015.0,78753.0
13104 BENNINGTON LN Austin TX 78753,18.39,2015-09-11 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,E,,,13104 BENNINGTON LN,,Theft,2015-09-10 00:00:00,20155039983.0,3141801.0,10121288.0,2015.0,78753.0
1834 FERGUSON LN Austin TX 78754,18.34,2015-09-21 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,E,,,1834 FERGUSON LN,,Theft,2015-09-20 00:00:00,20155041537.0,3136116.0,10099322.0,2015.0,78754.0
2320 GRACY FARMS LN Austin TX 78758,18.489999999999998,2015-07-10 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,A,,,2320 GRACY FARMS LN,,Theft,2015-07-09 00:00:00,20155029759.0,3124087.0,10119739.0,2015.0,78758.0
4804 AVENUE H Austin TX 78751,3.05,2015-03-25 00:00:00,Cleared by Arrest,9.0,BURGLARY OF VEHICLE,B,,,4804 AVENUE H,,Theft,2015-03-25 00:00:00,2015840232.0,3120206.0,10086801.0,2015.0,78751.0
2706 GOLDBRIDGE DR Austin TX 78745,17.29,2015-08-20 00:00:00,Not cleared,5.0,BURGLARY OF RESIDENCE,F,,,2706 GOLDBRIDGE DR,,Burglary,2015-08-16 00:00:00,20152280837.0,3089733.0,10045424.0,2015.0,78745.0
2222 E OLTORF ST Austin TX 78741,23.15,2015-09-03 00:00:00,Not cleared,3.0,THEFT,H,,,2222 E OLTORF ST,,Theft,2015-08-04 00:00:00,20152160217.0,3118305.0,10057063.0,2015.0,78741.0
Austin TX 78721,,,,,,,,,,,,,,,,,
(30.270568 -97.683892),21.1,2014-08-13 00:00:00,Cleared by Exception,3.0,AGG RAPE OF A CHILD,C,30.270568,(30.270568-97.683892),,-97.683892,Rape,2014-07-15 00:00:00,20145033509.0,,,2014.0,78721.0
500 E 7TH ST Austin TX 78701,11,2015-03-23 00:00:00,Not cleared,9.0,THEFT,G,,,500 E 7TH ST,,Theft,2015-03-18 00:00:00,20155011254.0,3115952.0,10070759.0,2015.0,78701.0
2200 WHELESS LN Austin TX 78723,21.12,2015-12-09 00:00:00,Not cleared,1.0,THEFT FROM PERSON,I,,,2200 WHELESS LN,,Theft,2015-11-26 00:00:00,20153300469.0,3132317.0,10087061.0,2015.0,78723.0
1503 ROCKDALE CIR,,,,,,,,,,,,,,,,,
Austin TX 78704,,,,,,,,,,,,,,,,,
(30.233069 -97.778879),20.05,2014-07-08 00:00:00,Not cleared,5.0,THEFT OF LICENSE PLATE,D,30.233069,(30.233069-97.778879),1503 ROCKDALE CIR,-97.778879,Theft: All Other Larceny,2014-07-05 00:00:00,20145029657.0,3103205.0,10057701.0,2014.0,78704.0
1001 COLLINWOOD WEST DR,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.371231 -97.674672),18.329999999999998,2014-11-10 00:00:00,Not cleared,1.0,THEFT,E,30.371231,(30.371231-97.674672),1001 COLLINWOOD WEST DR,-97.674672,Theft: All Other Larceny,2014-11-07 00:00:00,20145049421.0,3134897.0,10108726.0,2014.0,78753.0
2107 OHLEN RD Austin TX 78757,18.18,2015-02-11 00:00:00,Cleared by Exception,7.0,THEFT OF LICENSE PLATE,I,,,2107 OHLEN RD,,Theft,2015-02-11 00:00:00,20155005973.0,3118342.0,10105033.0,2015.0,78757.0
1310 CLEARFIELD DR,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.357861 -97.713876),18.05,2014-04-21 00:00:00,Not cleared,4.0,AUTO THEFT,E,30.357861,(30.357861-97.713876),1310 CLEARFIELD DR,-97.713876,Auto Theft,2014-04-20 00:00:00,20141100233.0,3122659.0,10103672.0,2014.0,78758.0
1000 E 41ST ST,,,,,,,,,,,,,,,,,
Austin TX 78751,,,,,,,,,,,,,,,,,
(30.298356 -97.719647),3.02,2014-11-04 00:00:00,Cleared by Arrest,9.0,THEFT BY SHOPLIFTING,B,30.298356,(30.298356-97.719647),1000 E 41ST ST,-97.719647,Theft: Shoplifting,2014-11-02 00:00:00,20143061111.0,3121345.0,10082705.0,2014.0,78751.0
7816 BURNET RD Austin TX 78757,15.01,2015-05-04 00:00:00,Cleared by Arrest,7.0,THEFT,B,,,7816 BURNET RD,,Theft,2015-05-02 00:00:00,20151221865.0,3117001.0,10102544.0,2015.0,78757.0
403 E 15TH ST Austin TX 78701,7,2015-06-08 00:00:00,Not cleared,1.0,THEFT,B,,,403 E 15TH ST,,Theft,2015-05-21 00:00:00,20155021746.0,3116476.0,10073544.0,2015.0,78701.0
5308 HANGING CLIFF CV Austin TX 78759,17.22,2015-01-30 00:00:00,Not cleared,10.0,BURGLARY OF VEHICLE,A,,,5308 HANGING CLIFF CV,,Theft,2015-01-30 00:00:00,20155004057.0,3110191.0,10121140.0,2015.0,78759.0
2700 S IH 35 SB,,,,,,,,,,,,,,,,,
Austin TX 78704,23.08,2014-02-03 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,D,,,2700 S IH 35 SB,,Theft: BOV,2014-01-31 00:00:00,20145004809.0,3114287.0,10056702.0,2014.0,78704.0
6900 BRODIE LN Austin TX 78749,17.5,2015-02-04 00:00:00,Not cleared,8.0,THEFT BY SHOPLIFTING,D,,,6900 BRODIE LN,,Theft,2015-02-03 00:00:00,2015340839.0,3087290.0,10051111.0,2015.0,78749.0
10305 SALIDA DR,,,,,,,,,,,,,,,,,
Austin TX 78749,,,,,,,,,,,,,,,,,
(30.183139 -97.858146),17.399999999999999,2014-03-27 00:00:00,Not cleared,8.0,BURGLARY OF VEHICLE,D,30.183139,(30.183139-97.858146),10305 SALIDA DR,-97.858146,Theft: BOV,2014-03-26 00:00:00,20145013474.0,3078672.0,10039011.0,2014.0,78749.0
1200 BARBARA JORDAN BLVD Austin TX 78723,3.06,2015-10-12 00:00:00,Cleared by Arrest,9.0,BURGLARY OF VEHICLE,B,,,1200 BARBARA JORDAN BLVD,,Theft,2015-10-03 00:00:00,20155043633.0,3124571.0,10085297.0,2015.0,78723.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,,,4.0,THEFT,I,,,1030 NORWOOD PARK BLVD,,Theft,2015-02-19 00:00:00,2015500634.0,3129997.0,10096983.0,2015.0,78753.0
2205 E RIVERSIDE DR,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.239481 -97.72653),23.16,2014-12-01 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,H,30.239481,(30.239481-97.72653),2205 E RIVERSIDE DR,-97.72653,Theft: BOV,2014-11-30 00:00:00,20143340233.0,3119496.0,10060353.0,2014.0,78741.0
6717 BURNET RD Austin TX 78757,15.05,2015-02-17 00:00:00,Not cleared,7.0,BURGLARY NON RESIDENCE,I,,,6717 BURNET RD,,Burglary,2015-02-04 00:00:00,2015350167.0,3115220.0,10098144.0,2015.0,78757.0
7000 DECKER LN Austin TX 78724,22.02,2015-04-15 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,C,,,7000 DECKER LN,,Theft,2015-04-12 00:00:00,20155015297.0,3150866.0,10082058.0,2015.0,78724.0
920 E 40TH ST,,,,,,,,,,,,,,,,,
Austin TX 78751,,,,,,,,,,,,,,,,,
(30.297818 -97.721074),3.02,2014-12-05 00:00:00,Not cleared,9.0,THEFT OF BICYCLE,B,30.297818,(30.297818-97.721074),920 E 40TH ST,-97.721074,Theft: All Other Larceny,2014-12-03 00:00:00,20145053183.0,3120947.0,10081803.0,2014.0,78751.0
7500 S IH 35 SB Austin TX 78745,24.22,2015-01-15 00:00:00,Not cleared,2.0,BURGLARY OF RESIDENCE,F,,,7500 S IH 35 SB,,Burglary,2015-01-04 00:00:00,201540535.0,3104159.0,10038770.0,2015.0,78745.0
12229 ROXIE DR,,,,,,,,,,,,,,,,,
Austin TX 78729,,,,,,,,,,,,,,,,,
(30.445741 -97.781242),204.06,2014-03-05 00:00:00,Not cleared,6.0,THEFT OF METAL,A,30.445741,(30.445741-97.781242),12229 ROXIE DR,-97.781242,Theft: All Other Larceny,2014-02-28 00:00:00,2014590537.0,3100743.0,10134909.0,2014.0,78729.0
12900 N IH 35 SB,,,,,,,,,,,,,,,,,
Austin TX 78753,18.260000000000002,2014-05-25 00:00:00,Cleared by Arrest,7.0,THEFT BY SHOPLIFTING,E,,,12900 N IH 35 SB,,Theft: Shoplifting,2014-04-20 00:00:00,20141100395.0,3134750.0,10123486.0,2014.0,78753.0
8902 LINTON DR,,,,,,,,,,,,,,,,,
Austin TX 78748,,,,,,,,,,,,,,,,,
(30.177923 -97.806805),24.23,2014-10-28 00:00:00,Cleared by Arrest,5.0,BURGLARY OF VEHICLE,F,30.177923,(30.177923-97.806805),8902 LINTON DR,-97.806805,Theft: BOV,2014-09-23 00:00:00,20142660448.0,3094783.0,10037530.0,2014.0,78748.0
4212 BERKMAN DR Austin TX 78723,3.06,2015-12-21 00:00:00,Not cleared,9.0,THEFT OF BICYCLE,B,,,4212 BERKMAN DR,,Theft,2015-12-18 00:00:00,20155055291.0,3127455.0,10080753.0,2015.0,78723.0
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.227985 -97.716971),23.16,2014-05-09 00:00:00,Cleared by Arrest,3.0,RAPE,H,30.227985,(30.227985-97.716971),,-97.716971,Rape,2014-05-08 00:00:00,20141280500.0,,,2014.0,78741.0
4309 MOLOKAI DR Austin TX 78749,17.760000000000002,2015-12-21 00:00:00,Not cleared,8.0,BURGLARY OF VEHICLE,D,,,4309 MOLOKAI DR,,Theft,2015-11-19 00:00:00,20155050976.0,3081867.0,10048762.0,2015.0,78749.0
917 N LAMAR BLVD Austin TX 78703,12,2015-04-30 00:00:00,Not cleared,9.0,THEFT,G,,,917 N LAMAR BLVD,,Theft,2015-03-28 00:00:00,2015871105.0,3111344.0,10073099.0,2015.0,78703.0
600 BARWOOD PARK,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.349146 -97.696582),18.059999999999999,2014-08-19 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,E,30.349146,(30.349146-97.696582),600 BARWOOD PARK,-97.696582,Theft: BOV,2014-08-18 00:00:00,20145036731.0,3128171.0,10100704.0,2014.0,78753.0
12330 N IH 35 SB Austin TX 78753,18.260000000000002,2015-12-28 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,E,,,12330 N IH 35 SB,,Theft,2015-12-20 00:00:00,20153541315.0,3134538.0,10120334.0,2015.0,78753.0
E 6TH ST / RED RIVER ST Austin TX 78701,11,2015-04-21 00:00:00,Not cleared,9.0,THEFT OF BICYCLE,G,,,E 6TH ST / RED RIVER ST,,Theft,2015-04-19 00:00:00,20155016445.0,3116099.0,10070216.0,2015.0,78701.0
3101 NORTHLAND DR Austin TX 78731,1.01,2015-07-08 00:00:00,Not cleared,7.0,THEFT OF AUTO PARTS,B,,,3101 NORTHLAND DR,,Theft,2015-06-23 00:00:00,20155027088.0,3109929.0,10095212.0,2015.0,78731.0
2237 E RIVERSIDE DR Austin TX 78741,23.16,2015-02-05 00:00:00,Not cleared,3.0,THEFT,H,,,2237 E RIVERSIDE DR,,Theft,2015-01-05 00:00:00,20155000577.0,3119795.0,10060020.0,2015.0,78741.0
500 CONGRESS AVE Austin TX 78701,11,2015-03-30 00:00:00,Not cleared,9.0,THEFT,G,,,500 CONGRESS AVE,,Theft,2015-03-22 00:00:00,20155011851.0,3114084.0,10070517.0,2015.0,78701.0
CONGRESS AVE / E 6TH ST Austin TX 78701,11,2015-09-21 00:00:00,Not cleared,9.0,THEFT,G,,,CONGRESS AVE / E 6TH ST,,Theft,2015-09-13 00:00:00,20155040389.0,3114310.0,10070753.0,2015.0,78701.0
8101 N LAMAR BLVD NB Austin TX 78753,18.04,2015-08-06 00:00:00,Not cleared,4.0,BURGLARY NON RESIDENCE,E,,,8101 N LAMAR BLVD NB,,Burglary,2015-07-25 00:00:00,20152060514.0,3123909.0,10100579.0,2015.0,78753.0
5300 S MOPAC EXPY SVRD SB Austin TX 78749,17.489999999999998,2015-02-19 00:00:00,Cleared by Arrest,8.0,THEFT BY SHOPLIFTING,D,,,5300 S MOPAC EXPY SVRD SB,,Theft,2015-01-09 00:00:00,20155001199.0,3088235.0,10057797.0,2015.0,78749.0
300 E 6TH ST,,,,,,,,,,,,,,,,,
Austin TX 78701,,,,,,,,,,,,,,,,,
(30.267346 -97.740288),11,2014-11-17 00:00:00,Cleared by Arrest,9.0,THEFT,G,30.267346,(30.267346-97.740288),300 E 6TH ST,-97.740288,Theft: All Other Larceny,2014-11-14 00:00:00,20143181931.0,3115155.0,10070604.0,2014.0,78701.0
8225 N FM 620 RD Austin TX 78726,17.14,2015-08-20 00:00:00,Not cleared,6.0,BURGLARY OF RESIDENCE,A,,,8225 N FM 620 RD,,Burglary,2015-08-15 00:00:00,20152271194.0,3081086.0,10125283.0,2015.0,78726.0
12351 N IH 35 SVRD NB Austin TX 78753,18.39,2015-06-09 00:00:00,Cleared by Arrest,7.0,THEFT,E,,,12351 N IH 35 SVRD NB,,Theft,2015-05-23 00:00:00,20151431202.0,3135053.0,10119764.0,2015.0,78753.0
4803 LOYOLA LN Austin TX 78723,21.08,2015-07-08 00:00:00,Not cleared,1.0,THEFT,C,,,4803 LOYOLA LN,,Theft,2015-04-28 00:00:00,20151180598.0,3138102.0,10086023.0,2015.0,78723.0
1700 FRONTIER VALLEY DR,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.223623 -97.69671),23.12,2014-05-29 00:00:00,Not cleared,3.0,AUTO THEFT,H,30.223623,(30.223623-97.69671),1700 FRONTIER VALLEY DR,-97.69671,Auto Theft,2014-02-19 00:00:00,2014501201.0,3129374.0,10055122.0,2014.0,78741.0
9414 N LAMAR BLVD,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.363403 -97.69686),18.190000000000001,2014-08-04 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,E,30.363403,(30.363403-97.69686),9414 N LAMAR BLVD,-97.69686,Theft: Shoplifting,2014-07-30 00:00:00,20142111228.0,3127650.0,10106327.0,2014.0,78758.0
8630 N LAMAR BLVD,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.355129 -97.703179),18.05,2014-12-09 00:00:00,Not cleared,4.0,THEFT FROM PERSON,E,30.355129,(30.355129-97.703179),8630 N LAMAR BLVD,-97.703179,Theft: Pocket Picking,2014-12-07 00:00:00,20143411097.0,3126045.0,10102866.0,2014.0,78758.0
404 SHANT ST,,,,,,,,,,,,,,,,,
